Code,Nome,Nome fantasia,Governança
CSDC,ENOVA FOODS S/A,ENOVA,-
ENDS,ENSEADA DO SUÁ PARTICIPAÇÕES S.A.,ENSEADA DO S,-
ENTV,ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A,ENTREVIAS,-
EESG,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,ENVIRONMENT,-
EOLB,EOL BRISA ENERGIAS RENOVAVEIS S.A.,EOLBRISA,-
EOMI,EOL MARAL I SPE S.A.,EOL MARAL I,-
EOII,EOL MARAL II SPE S.A.,EOL MARAL II,-
EOLV,EOL VENTO ENERGIAS RENOVAVEIS S.A.,EOLVENTO,-
EOLW,EOL WIND ENERGIAS RENOVAVEIS S.A.,EOLWIND,-
VMII,EOLICA CABECO VERMELHO II S/A,EOLICAVERMEL,-
ELVM,EOLICA CABECO VERMELHO S/A,EOLICAVERMEL,-
EOAP,EÓLICA DO AGRESTE POTIGUAR I S.A.,EÓLICA AG I,-
EOAT,EÓLICA DO AGRESTE POTIGUAR II S.A.,EÓLICA AG II,-
LANO,EOLICA LAGOA NOVA S/A,EOLICALAGOA,-
LCNH,EOLICA LANCHINHA S/A,EOLICALAN,-
PASO,EOLICA PARAISO S.A.,EOLICAPARAIS,-
PJII,EOLICA PEDRA RAJADA II SA.,PEDRARAJADAI,-
ECRJ,EOLICA PEDRA RAJADA SA.,PEDRARAJADA,-
EOVC,EOLICA SERRA DAS VACAS HOLDING S.A.,EOLICAVACAS,-
ESVH,EOLICA SERRA DAS VACAS HOLDING II S/A,SERRADASVACA,-
ELVC,EOLICA SERRA DAS VACAS I S.A.,SERRADASVACA,-
ELVA,EOLICA SERRA DAS VACAS II S.A.,VACASII,-
ELVS,EOLICA SERRA DAS VACAS III S.A.,EOLICAVACASI,-
ELVV,EOLICA SERRA DAS VACAS IV S.A.,SERRADASVACA,-
ESVP,EÓLICA SERRA DAS VACAS PARTICIPAÇÕES S.A.,EOLICA SV,-
ESVV,EOLICA SERRA DAS VACAS V S.A.,VACASV,-
EVII,EOLICA SERRA DAS VACAS VII S.A.,EOLICAVACAVI,-
SSTN,EOLICA SERRA DE SANTANA S.A.,EOLICASERRAS,-
EPRI,EPR INFRAESTRUTURA PR S.A,EPR INFRA,-
EQSE,EQS ENGENHARIA S.A.,EQS ENGENHAR,-
CEAL,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,CEAL,-
EQED,EQUATORIAL ENERGIA DISTRIBUICAO S/A,EQUAT DISTRI,-
EQTL,EQUATORIAL ENERGIA S.A.,EQUATORIAL,NM
CGOS,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQTL GOIAS,-
EQMA,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,EQTLMARANHAO,MB
EQPA,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,EQTL PARA,-
EQTI,EQUATORIAL PARTICIPACOES E INVESTIMENTOS IV S.A.,EQUAT,-
CPIS,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,CEPISA,-
EQUA,EQUATORIAL TRANSMISSÃO S.A.,EQUATORIALTR,-
EQTS,EQUATORIAL TRANSMISSORA 1 SPE S.A.,EQUATORIAL 1,-
EQTN,EQUATORIAL TRANSMISSORA 2 SPE S.A.,EQUATORIAL 2,-
EQSP,EQUATORIAL TRANSMISSORA 3 SPE S.A.,EQUATORIAL 3,-
EQTC,EQUATORIAL TRANSMISSORA 5 SPE S.A.,EQUATORIAL5,-
ETSP,EQUATORIAL TRANSMISSORA 7 SPE S.A.,EQUATO 7 SPE,-
EQTR,EQUATORIAL TRANSMISSORA 8 SPE S.A.,EQUATO 8 SPE,-
EFXB,EQUIFAX INC.,EQUIFAXBRL,DR1
AEGE,EQUIPAV SANEAMENTO S.A.,GRUAINVEST,-
EREN,EREN DRACENA PARTICIPAÇÕES S.A.,EREN DRACENA,-
9ESP,ESP 96/13 EMPREENDIMENTOS IMOBILIARIOS LTDA,ESP9613,-
SPRZ,ESPERANZA TRANSMISSORA DE ENERGIA S.A..,ESPERANZA,-
MGES,ESSENCIS MG SOLUÇÕES AMBIENTAIS S.A.,ESSENCIS MG,-
CGBP,ESSENTIA PCHS S.A,CONTOUR,-
EATL,ESTALEIRO ATLANTICO SUL S/A,ESTALEIROSUL,-
ETRE,ESTRE AMBIENTAL S.A.,ESTREAMBIENT,-
ENGE,ESTRELA DO NORTE GERACAO DE ENERGIA SPE S.A,ESTRELADON,-
MCFI,ESTRELA MINEIRA CREDITO FINANCIAMENTO E INVESTIMEN,ESTRELACFI,-
EPEH,ETA PRIVATE EQUITY HOLDING VII S.A.,ETA PRIVATE,-
ETAP,ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A.,ETAPPOTIGUAR,-
ETBA,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A.,ETB - TRANSM,-
CPXB,ETC ¿ EMPRESA TRANSMISSORA CAPIXABA S. A.,ETCCAPIXABA,-
ETCP,ETC PARTICIPACOES S.A.,ETC,-
ETER,ETERNIT S.A.,ETERNIT,NM
EUCA,EUCATEX S.A. INDUSTRIA E COMERCIO,EUCATEX,N1
EUFA,EUROFARMA LABORATORIOS S.A,EUROFARMA SA,M2
EVEN,EVEN CONSTRUTORA E INCORPORADORA S.A.,EVEN,NM
EVTC,EVERTEC INC,EVERTEC INC,DR1
VINH,E-VINO COMERCIO DE VINHOS S.A,EVINO SA,-
EVOL,EVOLTZ IV - SÃO MATEUS TRANSMISSORA DE ENERGIA S.A,EVOLTZ IV,-
EVLZ,EVOLTZ PARTICIPACOES S/A,EVOLTZ PART,-
PTPA,ÉVORA S.A.,EVORA SA,-
EXAS,EXA SERVICOS DE TECNOLOGIA S.A.,EXA SERVICOS,-
EXAT,EXATA PARTICIPAÇÕES SOCIETÁRIAS S.A.,EXATA PART,-
BAUH,EXCELSIOR ALIMENTOS S.A.,EXCELSIOR,-
EXTE,EXPANSION TRANSMISSAO DE ENERGIA ELETRICA SA,EXPANSION,-
NEPO,EXPRESSO NEPOMUCENO SA,EXPRESSO,-
EXEI,EXTO INCORPORACOES E EMPREEND. IMOBILIARIOS S.A,EXTOINCORPOR,-
EXTZ,EXTREMOZ TRANSMISSORA DO NORDESTE ¿ ETN S.A.,EXTREMOZ,-
EZTC,EZ TEC EMPREEND. E PARTICIPACOES S.A.,EZTEC,NM
FABZ,F.AB. ZONA OESTE S.A.,FABZOSA,-
FAMR,FABRIMAR S/A INDUSTRIA E COMERCIO,FABRIMARS.A.,-
FCTA,FACTA FINANCEIRA S/A CFI,FACTACFI,-
FMUE,FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS LTDA,FMU,-
FCMN,FAGUNDES CONSTRUÇÃO E MINERAÇÃO LTDA.,FAGUNDES CON,-
NISS,FARMÁCIA E DROGARIA NISSEI S.A.,NISSEI FARMA,-
FARX,FARMAX S.A.,FARMAX,-
FACL,FARO ENERGY I COMERCIO E LOCACAO DE PROJETOS S.A.,FARO ENERGY,-
FRTR,FARTURA AGROPECUARIA S.A.,FARTURA AGRO,MB
FASP,FAS PARTICIPAÇÕES LTDA.,FAS PARTICIP,-
FSHO,FAST SHOP S.A.,FASTSHOP S,-
FATE,FAT EMPREENDIMENTOS E PARTICIPACOES S/A,FATPART,-
FEEN,FEENIX4T PARTICIPACOES S.A.,FEENIX,-
FRAG,FERRARI AGROINDUSTRIA S/A,FERRARI AGRO,-
FCCL,FERREIRA COSTA & CIA LTDA,FERREIRA CIA,-
FGEN,FERREIRA GOMES ENERGIA S.A.,FGENERGIA,-
VSPT,FERROVIA CENTRO-ATLANTICA S.A.,FER C ATLANT,-
FENS,FERROVIA NORTE SUL S/A,FERROVNS,-
FHER,FERTILIZANTES HERINGER S.A.,FER HERINGER,NM
FFLV,FF LOCADORA DE VEÍCULOS S.A.,FF LOCADORA,-
FGRU,FGR URBANISMO BELEM S.A. - SPE,FGRURBANISMO,-
FIOS,FIASUL INDÚSTRIA DE FIOS LTDA.,FIASUL IND,-
FBRX,FIBERX DISTRIBUIDORA DE PRODUTOS DE TELECOMUNICA,FIBERX,-
FBRI,FIBRASIL INFRAESTRUTURA E FIBRA ÓTICA S.A.,FIBRASIL SA,-
FIEI,FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A,FICA,-
BFTS,FIRST TRUST CAPITAL STRENGTH ETF,FT CAPSTRENG,DRE
BKYY,FIRST TRUST CLOUD COMPUTING ETF,FT CLOUD CPT,DRE
BFDN,FIRST TRUST DOW JONES INTERNET INDEX FUND,FT DJ INTERN,DRE
BFEM,FIRST TRUST EMERGING MARKETS ALPHADEX FUND,FT EMERMARKT,DRE
BFTG,FIRST TRUST GROWTH STRENGTH ETF,FT GROW STRE,DRE
BFXH,FIRST TRUST HEALTH CARE ALPHADEX FUND,FT HCAREALPH,DRE
BFPI,FIRST TRUST INTERNATIONAL EQUITY OPPORTUNITIES ETF,FT INTL EQOP,DRE
BFTC,FIRST TRUST LARGE CAP GROWTH ALPHADEX FUND,FT LCAPGROW,DRE
BFDL,FIRST TRUST MORNINGSTAR DIVIDEND LEADERS INDEX,FTMOR DV LEA,DRE
BROB,FIRST TRUST NASDAQ AI AND ROBOTICS ETF,FT NSDQ ROBT,DRE
BQCL,FIRST TRUST NASDAQ CLEAN EDGE GREEN ENERGY INDEX,FT NSQ GREEN,DRE
BGRI,FIRST TRUST NASDAQ CLEANEDGE SMART GRID INFRA FUND,FT NSDQ GRID,DRE
BCIR,FIRST TRUST NASDAQ CYBERSECURITY ETF,FT NASDCYBER,DRE
BQQW,FIRST TRUST NASDAQ-100 EQUAL WEIGHTED INDEX FUND,FT NASD100EQ,DRE
BQTC,FIRST TRUST NASDAQ-100-TECHNOLOGY SECTOR INDEX,FT NASD100TC,DRE
BFCG,FIRST TRUST NATURAL GAS ETF,FT NAT GAS,DRE
BFBI,FIRST TRUST NYSE ARCA BIOTECHNOLOGY INDEX FUND,FT NYSE BIOT,DRE
BAIR,FIRST TRUST RBA AMERICAN INDL RENAISSANCE ETF,FT RBA AIRR,DRE
BFDA,FIRST TRUST RISING DIVIDEND ACHIEVERS ETF,FT RISIDIVID,DRE
BSDY,FIRST TRUST SMID CAP RISING DIVIDEND ACHIEVERS ETF,FT SMID CAP,DRE
BFTA,FIRST TRUST TECHNOLOGY ALPHADEX FUND,FT TECH ALPH,DRE
BFPX,FIRST TRUST US EQUITY OPPORTUNITIES ETF,FT EQ OPPORT,DRE
BFVD,FIRST TRUST VALUE LINE DIVIDEND INDEX FUND,FT VLINE DIV,DRE
BFIW,FIRST TRUST WATER ETF,FT WATER,DRE
FISI,FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,FISIA,-
FITN,FITESA NAOTECIDOS S/A,FITESA S/A,-
FITE,FITESA S/A,FITESASA,-
FFLU,FLAFLU PARTICIPACOES S.A.,FLAFLU,-
FLRY,FLEURY S.A.,FLEURY,NM
FLLH,FLORA PRODUTOS DE LIMPEZA E HIGIENE S.A.,FLORA PROD,-
FLHA,FOLHA LARGA 1 HOLDING S.A.,FOLHALARGA I,-
FNTE,FONTE NOVA NEGOCIOS E PARTICIPACOES S.A. - FNP,FONTENOVA,-
FELC,FORCA EOLICA DO BRASIL S.A.,FORCAEOLICA,-
FOMS,FORNO DE MINAS ALIMENTOS S.A.,FORNODEMINAS,-
FOAU,FORTBRAS AUTOPECAS S/A,FORTBRAS AUT,-
FRTB,FORTBRASIL ADMINISTRADORA DE CARTOES DE CREDITO S,FORTBRASIL,-
FORB,FORTBRASIL ALFA SECURITIZADORA S.A.,FORTBRASILA,-
FOBR,FORTBRASIL SECURITIZADORA S.A.,FORTBRASIL S,-
TFCM,FORTUNA COMERCIO S.A,FORTUNA,-
FSPR,FOSPAR S.A.,FOSPAR,-
FOZC,FOZ CENTRO NORTE S/A,FOZ,-
FZCH,FOZ DO CHAPECÓ ENERGIA S.A.,FOZDOCHAPECO,-
FZRC,FOZ DO RIO CLARO ENERGIA S.A.,FOZDORIOCLAR,-
FRCS,FRANCISCO DE SA II GERACAO DE ENERGIA S/A,FRANCISCO SA,-
FRPR,FRAPORT BRASIL S/A AEROPORTO DE PORTO ALEGRE,FRAPORTBR,-
FRAS,FRAS-LE S.A.,FRAS-LE,N1
FRNQ,FRESNOMAQ INDÚSTRIA DE MÁQUINAS S.A.,FRESNOMAQ,-
FRTY,FROOTY COMERCIO E INDUSTRIA DE ALIMENTOS S.A.,FROOTY,-
FSAI,FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA,FSAGRO,-
TRFS,FS TRANSMISSORA DE ENERGIA ELÉTRICA S.A.,FS TRANSMISS,-
FSFT,FSF TECNOLOGIA S.A.,FSF TECNOLOG,-
FURN,FURNAS - CENTRAIS ELETRICAS S.A.,FURNAS,-
FW15,FW15 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,FW15 EMP,-
FYPE,FYP EMPREENDIMENTOS IMOBILIARIOS S/A,FYP,-
G2DI,G2D INVESTMENTS LTD,G2D INVEST,DR3
G5HO,G5 HOLDING S.A.,G5 HOLDING S,-
GFSA,GAFISA S.A.,GAFISA,NM
GCII,GAIA CRED II COMPANHIA SECURITIZADORA DE CREDITOS,GAIACREDIISE,-
GCRD,GAIA CRED III COMPANHIA SECURITIZADORA DE CREDITOS,GAIACREDIIIS,-
GCIV,GAIA CRED IV COMPANHIA SECURITIZADORA DE CREDITOS,GAIACREDIVSE,-
GAFL,GAIA IMPACTO SECURITIZADORA S.A.,GAIA AGRO,-
GIVS,GAIA IMPACTO VIVENDA SECURITIZ DE CRED FINANC S.A.,GAIAIMPACTOV,-
GALE,GALILEO GESTORA DE RECEBIVEIS SPE S/A,GALILEOSA,-
GLVP,GALVAO PARTICIPACOES S/A,GALVAOPART,-
OPGM,GAMA PARTICIPACOES S.A.,GAMA PART,-
GMLR,GAMELEIRA GERADORA DE ENERGIA RENOVÁVEL S.A.,GAMELEIRA GE,-
GARN,GAREN AUTOMACAO S/A,GAREN,-
GASV,GAS VERDE S/A,GASVERDE,-
GSTE,GASTER PARTICIPACOES S.A.,GASTERPART,-
2GAV,GAV2 EMPREENDIMENTOS E PARTICIPACOES LTDA,GAV2 EMP,-
GZHD,GAZIN HOLDING S.A.,GAZINHOLDING,-
GAZN,GAZIN IND E COME DE MOVEIS E ELETRODOMESTICOS SA,GAZIN INDCOM,-
GBSP,GBS PARTICIPACOES S.A.,GBS PARTICIP,-
GBXT,GBX TIETE II EMPREENDIMENTOS E PARTICIPACOES S.A.,GBXTIETE,-
GCBF,GCB FINANCE S.A.,GCB FINANCE,-
GDPS,GD PARTICIPACOES SA,GD PART,-
GDMG,GDM GENETICA DO BRASIL S A,GDM GENETICA,-
GDSN,GDPAR SN PARTICIPAÇÕES EM PROJETOS SOLARES S.A.,GDPAR SN PAR,-
GDSL,GDPAR SR PARTICIPACOES EM PROJETOS SOLARES S.A.,GDPARGDSOLAR,-
GNEC,GENERAL ELECTRIC CAPITAL DO BRASIL LTDA.,GE CAPITALBR,-
GSHP,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,GENERALSHOPP,-
GAMZ,GERA AMAZONAS GERADORA ENERGIA AMAZONAS SA,GERAAMAZONAS,-
GCEU,GERACAO CEU AZUL S/A,CEUAZUL,-
EBVA,GERACAO BIOMASSA VISTA ALEGRE I S.A,VISTAALEGRE,-
GEBV,GERADORA EÓLICA BONS VENTOS DA SERRA 2 S.A.,BONSVENTOS,-
GLIC,GERADORA EOLICA BONS VENTOS DA SERRA I SA.,VENTOSDASERR,-
GGBR,GERDAU S.A.,GERDAU,N1
GRBP,GERIBA PARTICIPACOES 11 S.A.,GERIBA PARTI,-
GEAG,GESTAMP EOLICA AGRESTE S.A.,AGRESTE,-
GEEA,GESTAMP EOLICA ALVORADA S.A.,ALVORADA,-
GEEJ,GESTAMP EOLICA JARDINS S.A.,JARDINS,-
GEEM,GESTAMP EOLICA MACAMBIRA I S.A.,MACAMBIRAI,-
GMCB,GESTAMP EOLICA MACAMBIRA II S.A.,MACAMBIRAII,-
SRDO,GESTAMP EOLICA SERIDO S.A.,SERIDO,-
GECR,GESTORA INTELIGENCIA DE CREDITO S.A.,GESTORA CRED,-
GETC,GET COMERCIALIZADORA DE ENERGIA S.A.,GET,-
NINJ,GETNINJAS S.A.,GETNINJAS,NM
GGSH,GGSH PARTICIPACOES S.A,GGSH,-
SUMI,GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,GIGAMAIS,-
GIOS,GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S.A.,GIOVANNIENER,-
GIPR,GIPAR S/A,GIPAR,-
GRSS,GIRASSOL AGRICOLA LTDA,GIRASSOLAGRI,-
GJAI,GJA INDUSTRIAS S/A,GJAINDUSTRIA,-
TBIL,GLOBAL X 1-3 MONTH T-BILL ETF,GX T BILL,DRE
BAIQ,GLOBAL X ARTIFICIAL INTELLIGENCE & TECHNOLOGY ETF,GX AI TECH,DRE
BDRI,GLOBAL X AUTONOMOUS & ELECTRIC VEHICLES ETF,GX AEVEHICLE,DRE
BKCH,GLOBAL X BLOCKCHAIN ETF,GX BLOCKCHAI,DRE
BCTE,GLOBAL X CLEANTECH ETF,GX CLEANCH,DRE
BCLO,GLOBAL X CLOUD COMPUTING ETF,GX CLOUD CPT,DRE
BCPX,GLOBAL X COPPER MINERS ETF,GX COPPER MN,DRE
BBUG,GLOBAL X CYBERSECURITY ETF,GX CYBERSECT,DRE
BFNX,GLOBAL X FINTECH ETF,GX FINTECH,DRE
BGNO,GLOBAL X GENOMICS & BIOTECHNOLOGY ETF,GX GENOMBIOT,DRE
BSNS,GLOBAL X INTERNET OF THINGS ETF,GX INTERTHGS,DRE
BLBT,GLOBAL X LITHIUM & BATTERY TECH ETF,GX LITHIUM B,DRE
BMIL,GLOBAL X MILLENNIAL CONSUMER ETF,GX MILLECONM,DRE
BLPX,GLOBAL X MLP & ENERGY INFRASTRUCTURE ETF,GX MLP EN IN,DRE
BLPA,GLOBAL X MLP ETF,GX MLP ETF,DRE
BCHQ,GLOBAL X MSCI CHINA CONSUMER DISCRETIONARY ETF,GX MSCICHINA,DRE
BQYL,GLOBAL X NASDAQ 100 COVERED CALL ETF,GX NASDAQ100,DRE
BOTZ,GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE ETF,GX ROBOTC AI,DRE
BCAT,GLOBAL X S&P 500 CATHOLIC VALUES ETF,GX CATHOLVAL,DRE
BSIL,GLOBAL X SILVER MINERS ETF,GX SILVER MN,DRE
BSOC,GLOBAL X SOCIAL MEDIA ETF,GX SOCIAL MD,DRE
BSDV,GLOBAL X SUPERDIVIDEND ETF,GX SUPERDIVD,DRE
BSRE,GLOBAL X SUPERDIVIDEND REIT ETF,GX SUDIVREIT,DRE
BDVD,GLOBAL X SUPERDIVIDEND US ETF,GX SUPDIV US,DRE
BEDC,GLOBAL X TELEMEDICINE & DIGITAL HEALTH ETF,GX TLMEDC DH,DRE
BURA,GLOBAL X URANIUM ETF,GX URANIUM,DRE
BPVE,GLOBAL X US INFRASTRUCTURE DEVELOPMENT ETF,GX INFRA DEV,DRE
BPFR,GLOBAL X US PREFERRED ETF,GX USPREFERR,DRE
BPFV,GLOBAL X VARIABLE RATE PREFERRED ETF,GX VAR RTPRF,DRE
BHER,GLOBAL X VIDEO GAMES & ESPORTS ETF,GX GAMES SPT,DRE
GLBO,GLOBO COMUNICACOES E PARTICIPACOES S/A,GLOBOCOMUNIC,-
GLPI,GLP I PARTICIPACOES S.A.,GLPIPARTICIP,-
GLFG,GLP IMIGRANTES EMPREENDIMENTOS IMOBILIÁRIOS S.A.,GLP IMIGRANT,-
GLPO,GLP O PARTICIPACOES S/A,GLP O PARTIC,-
GLPX,GLP X PARTICIPAÇÕES S.A.,GLP X PARTIC,-
GMRE,GMR ENERGIA S.A.,GMRENERGIA,-
GOED,GOEDERT LTDA,GOEDERT,-
GGEN,GOIÁS GERADORA DE ENERGIA RENOVÁVEL S.A.,GOIAS GERADO,-
GTSA,GOIÁS TRANSMISSÃO S.A.,GOIÁS TRANSM,-
GOLL,GOL LINHAS AEREAS INTELIGENTES S.A.,GOL,N2
GLRP,GOLAR POWER BRASIL PARTICIPACOES SA.,GOLARPOWERBR,-
GSBR,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S/A,GOLDMANSACHS,-
GLFV,GOLF VILLAGE EMPREENDIMENTOS IMOBILIARIOS S/A,GOLFVILLAGE,-
GFCA,GOOD FOOD COMERCIO DE ALIMENTOS S/A,GOODFOOD,-
GPIV,GP INVESTMENTS LTD.,GP INVEST,DR3
GGPS,GPS PARTICIPACOES E EMPREENDIMENTOS S.A.,GPS,NM
GRPS,GRAAL PARTICIPACOES S.A.,GRAAL PARTIC,-
GRAQ,GRANEL QUÍMICA LTDA,GRANEL QUIM,-
GRAI,GRANINVESTIMENTOS S/A,GRANINV,-
EGGY,GRANJA FARIA S.A.,GRANJA FARIA,-
GRNS,GRANSOL TERMINAIS MARÍTIMOS S.A.,GRANSOL TERM,-
CGRA,GRAZZIOTIN S.A.,GRAZZIOTIN,-
GREM,GRB GERADORES DE ENERGIA. MÁQUINAS E EQUIPAMENTOS,GRB GERADOR,-
GREL,GREEN LUCE SOLUÇÕES ENERGÉTICAS S.A.,GREENLUCE,-
GRMX,GREENBRIER MAXION EQUIPAMENTOS E SERVIÇOS FERROVIÁ,GREENBRIER M,-
GYEH,GREENYELLOW ENERGY HOLDING II S.A.,GREENYELLOW,-
GRPE,GREENYELLOW PERFORMANCE ENERGETICA S.A.,GREENYELLOWP,-
GRND,GRENDENE S.A.,GRENDENE,NM
GROS,GROWTH SUPPLEMENTS - PROD. ALIM. LTDA,GROWTH SUPPL,-
BIGG,GRUPO BIG BRASIL S.A.,GRUPO BIG BR,-
BHIA,GRUPO CASAS BAHIA S.A.,CASAS BAHIA,NM
OBAH,GRUPO FARTURA DE HORTIFRUT S/A,OBAHORTIFRUT,-
GMAT,GRUPO MATEUS S.A.,GRUPO MATEUS,NM
MLAS,GRUPO MULTI S.A.,MULTILASER,NM
GPER,GRUPO PEREIRA S.A.,GRUPOPEREIRA,-
GSAL,GRUPO SALTA EDUCAÇÃO S.A.,GRUPO SALTA,-
SBFG,GRUPO SBF SA,GRUPO SBF,NM
GSII,GS INIMA INDUSTRIAL S/A,GS INIMA IND,-
GSPP,GSP PROPERTIES SPE S.A.,GSPSPE,-
GSPM,GSP LIFE MAIRINQUE EMPREENDIMENTOS IMOBILIARIOS S.,GSPLIFE,-
GNHE,GUANHAES ENERGIA S/A,GUANHAES,-
TPSU,GUARACIABA TRANSMISSORA DE ENERGIA TP SUL SA,GUARACIABA,-
GUAR,GUARARAPES CONFECCOES S.A.,GUARARAPES,NM
GPPL,GUARUPART PARTICIPAÇÕES LTDA.,GUARUPART,-
GUPT,GUASSUPI PARTICIPAÇÕES S.A.,GUASSUPI,-
GMAI,GUIMARANIA I SOLAR SPE S.A.,GUIMARANIA I,-
GMRN,GUIMARANIA II SOLAR SPE S.A.,GUIMARANIAII,-
GBRE,GYBR ENERGY SUBHOLDING S.A.,GYBR ENERGY,-
HAGA,HAGA S.A. INDUSTRIA E COMERCIO,HAGA S/A,-
INTL,HAITONG BANCO DE INVESTIMENTO DO BRASIL S/A,HAITONGBI,-
HALE,HALEX ISTAR INDUSTRIA FARMACEUTICA S.A.,HALEXISTARIN,-
HAPV,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,HAPVIDA,NM
HAUS,HAUSCENTER S/A,HAUSCENTER,-
HVAN,HAVAN S.A.,HAVAN LOJAS,-
HBRE,HBR REALTY EMPREENDIMENTOS IMOBILIARIOS S/A,HBR REALTY,NM
HENZ,HEINZ BRASIL S/A,HEINZBR,-
HBOR,HELBOR EMPREENDIMENTOS S.A.,HELBOR,NM
HEIN,HELEXIA INVESTIMENTOS LTDA,HELEXIA,-
HLXI,HELEXIA TLFN HOLDING S.A.,HELEXIA TLFN,-
HLIO,HELIO BORENSTEIN S/A ADMINISTRACAO PARTICIPACOES E,HELIOBORENST,-
HVSP,HELIO VALGAS SOLAR PARTICIPACOES S.A.,HELIO VALGAS,-
HECG,HELIUS CAPITAL GESTÃO DE RECURSOS S.A.,HELIUS CAPIT,-
HERB,HERBARIUM LABORATORIO BOTANICO LTDA.,HERBARIUMLAB,-
HETA,HERCULES S.A. FABRICA DE TALHERES,HERCULES,-
HIIN,HI INVESTMENT HOLDING S.A.,HI INVEST,-
HFCK,HIDRELETRICA FOCKINK S.A.,FOCKINK SA,-
HFTE,HIDRO FORTE ADMINISTRAÇÃO E OPERAÇÃO S.A.,HIDRO FORTE,-
HBSA,HIDROVIAS DO BRASIL S.A.,HIDROVIAS,NM
HGLB,HIGHLINE BRASIL II INFRAESTRUTURA TELECOMUNICACOES,HIGHLINE BRA,-
HIAG,HINOVE AGROCIÊNCIA S.A.,HINOVEAGROC,-
UNET,HIPERCARD BANCO MULTIPLO S/A,HIPERCARDBM,-
HIPO,HIPOLABOR FARMACEUTICA LTDA,HIPOLABOR,-
HMEN,HM ENGENHARIA E CONSTRUCOES S.A.,HM ENGENHA,-
HMOB,HMOBI PARTICIPAÇÕES S.A.,HMOBI S.A,-
HOCO,HOLDING CODESA S.A,HOCOHOLDING,-
HARG,HOLDING DO ARAGUAIA S.A,ARAGUAIA,-
HMPS,HOLDING MASTER PET S.A.,HMASTER PET,-
HDLS,HONDA LEASING S/A ARREND. MERCANTIL,HONDAAM,-
HORT,HORTIGIL HORTIFRUTI S.A.,HORTIGIL,-
HSPA,HOSPITAL ANCHIETA S.A.,ANCHIETA,-
HCAR,HOSPITAL CARE CALEDONIA S.A.,HOSPITALCARE,-
HSPE,HOSPITAL ESPERANCA S/A,ESPERANCA,-
MATD,HOSPITAL MATER DEI S/A,MATER DEI,NM
HVER,HOSPITAL VERA CRUZ S.A.,VERA CRUZ,-
HOOT,HOTEIS OTHON S.A.,HOTEIS OTHON,-
NVHZ,HRZ TRANSMISSÃO E PARTICIPAÇÕES S.A.,HRZ TRANSMI,-
HSIV,HS INVESTIMENTOS S.A.,HSINVESTIMEN,-
HTLS,HTL SP PARTICIPACOES S.A.,HTLSPPART,-
HGEP,HUMAITÁ GERAÇÃO DE ENERGIA E PARTICIPAÇÕES S.A.,HUMAITA GERA,-
GRAO,HUMBERG AGRIBRASIL COM. E EXPORT. DE GRÃOS S.A.,AGRIBRASIL,MA
HYPE,HYPERA S.A.,HYPERA,NM
IBCP,IBC Empreendimentos e Participacoes S.A.,IBCEMPEPARTI,-
IBIB,IBI BRASIL EMPREENDIMENTOS E PARTICIPACOES S.A.,IBIBRASIL,-
ICTP,IC TRANSPORTE LTDA,IC TRANSP,-
IATU,ICATU ASSESSORIA S/A,ICATU ASSESS,-
ICCI,ICATU CONSULTORIA DE INVESTIMENTOS S.A.,ICATUCONSULT,-
ISAP,ICATU SERVICOS DE ADMINISTRACAO PREVIDENCIARIA,ICATU ADM,-
IDRA,IDIBRA PARTICIPACOES S.A,IDIBRA,-
IFPT,IFIN PARTICIPAÇÕES S.A.,IFIN PARTICI,-
IRJS,IGUÁ RIO DE JANEIRO S.A.,IGUARIO,-
IGSN,IGUA SANEAMENTO S.A.,IGUA SA,MA
IGTA,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,IGUATEMI,-
IGTI,IGUATEMI S.A.,IGUATEMI S.A,N1
IHSB,IHS BRASIL CESSAO DE INFRAESTRUTURAS SA,IHS BRASIL,-
IMPA,IMPAR SERVICOS HOSPITALARES S/A,IMPAR SERVIC,-
INSL,IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,IN HAUS,-
